date,m3,m6,y1,y2,y3,y5,y7,y10
12/1/2011,0.01,0.05,0.12,0.26,0.39,0.89,1.43,1.98
1/1/2012,0.03,0.07,0.12,0.24,0.36,0.84,1.38,1.97
2/1/2012,0.09,0.12,0.16,0.28,0.38,0.83,1.37,1.97
3/1/2012,0.08,0.14,0.19,0.34,0.51,1.02,1.56,2.17
4/1/2012,0.08,0.14,0.18,0.29,0.43,0.89,1.43,2.05
5/1/2012,0.09,0.15,0.19,0.29,0.39,0.76,1.21,1.8
6/1/2012,0.09,0.15,0.19,0.29,0.39,0.71,1.08,1.62
7/1/2012,0.1,0.15,0.19,0.25,0.33,0.62,0.98,1.53
8/1/2012,0.1,0.14,0.18,0.27,0.37,0.71,1.14,1.68
9/1/2012,0.11,0.14,0.18,0.26,0.34,0.67,1.12,1.72
10/1/2012,0.1,0.15,0.18,0.28,0.37,0.71,1.15,1.75
11/1/2012,0.09,0.14,0.18,0.27,0.36,0.67,1.08,1.65
12/1/2012,0.07,0.12,0.16,0.26,0.35,0.7,1.13,1.72
1/1/2013,0.07,0.11,0.15,0.27,0.39,0.81,1.3,1.91
2/1/2013,0.1,0.12,0.16,0.27,0.4,0.85,1.35,1.98
3/1/2013,0.09,0.11,0.15,0.26,0.39,0.82,1.32,1.96
4/1/2013,0.06,0.09,0.12,0.23,0.34,0.71,1.15,1.76
5/1/2013,0.04,0.08,0.12,0.25,0.4,0.84,1.31,1.93
6/1/2013,0.05,0.09,0.14,0.33,0.58,1.2,1.71,2.3
7/1/2013,0.04,0.07,0.12,0.34,0.64,1.4,1.99,2.58
8/1/2013,0.04,0.07,0.13,0.36,0.7,1.52,2.15,2.74
9/1/2013,0.02,0.04,0.12,0.4,0.78,1.6,2.22,2.81
10/1/2013,0.05,0.08,0.12,0.34,0.63,1.37,1.99,2.62
11/1/2013,0.07,0.1,0.12,0.3,0.58,1.37,2.07,2.72
12/1/2013,0.07,0.1,0.13,0.34,0.69,1.58,2.29,2.9
1/1/2014,0.04,0.07,0.12,0.39,0.78,1.65,2.29,2.86
2/1/2014,0.05,0.08,0.12,0.33,0.69,1.52,2.15,2.71
3/1/2014,0.05,0.08,0.13,0.4,0.82,1.64,2.23,2.72
4/1/2014,0.03,0.05,0.11,0.42,0.88,1.7,2.27,2.71
5/1/2014,0.03,0.05,0.1,0.39,0.83,1.59,2.12,2.56
6/1/2014,0.04,0.06,0.1,0.45,0.9,1.68,2.19,2.6
7/1/2014,0.03,0.06,0.11,0.51,0.97,1.7,2.17,2.54
8/1/2014,0.03,0.05,0.11,0.47,0.93,1.63,2.08,2.42
9/1/2014,0.02,0.04,0.11,0.57,1.05,1.77,2.22,2.53
10/1/2014,0.02,0.05,0.1,0.45,0.88,1.55,1.98,2.3
11/1/2014,0.02,0.07,0.13,0.53,0.96,1.62,2.03,2.33
12/1/2014,0.03,0.11,0.21,0.64,1.06,1.64,1.98,2.21
1/1/2015,0.03,0.08,0.2,0.55,0.9,1.37,1.67,1.88
2/1/2015,0.02,0.07,0.22,0.62,0.99,1.47,1.79,1.98
3/1/2015,0.03,0.11,0.25,0.64,1.02,1.52,1.84,2.04
4/1/2015,0.02,0.09,0.23,0.54,0.87,1.35,1.69,1.94
5/1/2015,0.02,0.08,0.24,0.61,0.98,1.54,1.93,2.2
6/1/2015,0.02,0.09,0.28,0.69,1.07,1.68,2.1,2.36
7/1/2015,0.03,0.12,0.3,0.67,1.03,1.63,2.04,2.32
8/1/2015,0.07,0.22,0.38,0.7,1.03,1.54,1.91,2.17
9/1/2015,0.02,0.18,0.37,0.71,1.01,1.49,1.88,2.17
10/1/2015,0.02,0.11,0.26,0.64,0.93,1.39,1.76,2.07
11/1/2015,0.13,0.33,0.48,0.88,1.2,1.67,2.02,2.26
12/1/2015,0.23,0.5,0.65,0.98,1.28,1.7,2.04,2.24
1/1/2016,0.26,0.43,0.54,0.9,1.14,1.52,1.85,2.09
2/1/2016,0.31,0.45,0.53,0.73,0.9,1.22,1.53,1.78
3/1/2016,0.3,0.47,0.66,0.88,1.04,1.38,1.68,1.89
4/1/2016,0.23,0.37,0.56,0.77,0.92,1.26,1.57,1.81
5/1/2016,0.28,0.42,0.59,0.82,0.97,1.3,1.6,1.81
6/1/2016,0.27,0.4,0.55,0.73,0.86,1.17,1.44,1.64
7/1/2016,0.3,0.4,0.51,0.67,0.79,1.07,1.33,1.5
8/1/2016,0.3,0.45,0.57,0.74,0.85,1.13,1.4,1.56
9/1/2016,0.29,0.47,0.59,0.77,0.9,1.18,1.46,1.63
10/1/2016,0.33,0.48,0.66,0.84,0.99,1.27,1.56,1.76
11/1/2016,0.45,0.58,0.74,0.98,1.22,1.6,1.93,2.14
12/1/2016,0.51,0.64,0.87,1.2,1.49,1.96,2.29,2.49
1/1/2017,0.52,0.62,0.83,1.21,1.48,1.92,2.23,2.43
2/1/2017,0.53,0.65,0.82,1.2,1.47,1.9,2.22,2.42
3/1/2017,0.75,0.89,1.01,1.31,1.59,2.01,2.3,2.48
4/1/2017,0.81,0.95,1.04,1.24,1.44,1.82,2.1,2.3
5/1/2017,0.9,1.04,1.12,1.3,1.48,1.84,2.11,2.3
6/1/2017,1,1.11,1.2,1.34,1.49,1.77,2.01,2.19
7/1/2017,1.09,1.13,1.22,1.37,1.54,1.87,2.13,2.32
8/1/2017,1.03,1.13,1.23,1.34,1.48,1.78,2.03,2.21
9/1/2017,1.05,1.17,1.28,1.38,1.51,1.8,2.03,2.2
10/1/2017,1.09,1.25,1.4,1.55,1.68,1.98,2.2,2.36
11/1/2017,1.25,1.39,1.56,1.7,1.81,2.05,2.23,2.35
12/1/2017,1.34,1.5,1.7,1.84,1.96,2.18,2.32,2.4
1/1/2018,1.43,1.62,1.8,2.03,2.15,2.38,2.51,2.58
2/1/2018,1.59,1.79,1.96,2.18,2.36,2.6,2.78,2.86
3/1/2018,1.73,1.92,2.06,2.28,2.42,2.63,2.77,2.84
4/1/2018,1.79,1.98,2.15,2.38,2.52,2.7,2.82,2.87
5/1/2018,1.9,2.07,2.27,2.51,2.66,2.82,2.93,2.98
6/1/2018,1.94,2.11,2.33,2.53,2.65,2.78,2.87,2.91
7/1/2018,1.99,2.17,2.39,2.61,2.7,2.78,2.85,2.89
8/1/2018,2.07,2.24,2.45,2.64,2.71,2.77,2.84,2.89
9/1/2018,2.17,2.34,2.56,2.77,2.84,2.89,2.96,3
10/1/2018,2.29,2.46,2.65,2.86,2.94,3,3.09,3.15
11/1/2018,2.37,2.52,2.7,2.86,2.91,2.95,3.04,3.12
12/1/2018,2.41,2.54,2.66,2.68,2.67,2.68,2.75,2.83
1/1/2019,2.42,2.51,2.58,2.54,2.52,2.54,2.61,2.71
2/1/2019,2.44,2.5,2.55,2.5,2.48,2.49,2.57,2.68
3/1/2019,2.45,2.51,2.49,2.41,2.37,2.37,2.47,2.57
4/1/2019,2.43,2.46,2.42,2.34,2.31,2.33,2.43,2.53
5/1/2019,2.4,2.42,2.34,2.21,2.16,2.19,2.29,2.4
